time,displacement,velocity,force
5.15100000000008,0.000563065229398714,1.08610270588443e-05,9.45938301397601
5.15400000000008,0.000563219419110154,9.19244043080954e-05,9.45398638045832
5.15700000000008,0.000563616693096379,0.000172905055852604,9.44008179725786
5.16000000000008,0.000564256693837779,0.000253730104571454,9.41768177756163
5.16300000000008,0.000565138845377046,0.000334326813375773,9.38680647987605
5.16600000000008,0.000566262353837498,0.000414622650667207,9.3474836898857
5.16900000000008,0.000567626208137511,0.000494545355611461,9.29974879544799
5.17200000000008,0.00056922918090043,0.00057402300316817,9.24364475474656
5.17500000000009,0.00057106982955912,0.000652984068818584,9.17922205763176
5.17800000000009,0.00057314649765418,0.000731357492932807,9.10653868018321
5.18100000000009,0.000575457316324647,0.000809072744718666,9.02566003253528
5.18400000000009,0.000578000205989843,0.000886059885694661,8.9366589000123
5.18700000000009,0.000580772878220856,0.000962249632629883,8.83961537762676
5.19000000000009,0.000583772837799976,0.00103757341989424,8.73461679799918
5.19300000000009,0.000586997384966217,0.00111196346116291,8.62175765276461
5.19600000000009,0.000590443617844925,0.00118535281041942,8.5011395075366
5.19900000000009,0.000594108435059262,0.00125767542220259,8.37287091050497
5.20200000000009,0.000597988538521247,0.00132886621104297,8.23706729474974
5.20500000000009,0.0006020804363998,0.00139886111003535,8.09385087435919
5.20800000000009,0.000606380446263163,0.00146759712849469,7.94335053444544
5.21100000000009,0.000610884698392839,0.00153501240864344,7.78570171515649
5.21400000000009,0.000615589139266073,0.0016010462812794,7.62104628978928
5.21700000000009,0.000620489535203753,0.0016656393203739,7.44953243711329
5.22000000000009,0.000625581476180435,0.00172873339655119,7.27131450801963
5.22300000000009,0.000630860379793065,0.001790271729401,7.08655288661568
5.22600000000009,0.000636321495384837,0.00185019893857701,6.89541384589019
5.22900000000009,0.000641959908320462,0.00190846109363551,6.69806939807884
5.23200000000009,0.000647770544409005,0.00196500576256908,6.49469713986485
5.23500000000009,0.000653748174470319,0.0020197820589919,6.28548009255389
5.23800000000009,0.00065988741904095,0.00207274068793406,6.07060653736735
5.24100000000009,0.000666182753215295,0.00212383399020368,5.85026984600186
5.24400000000009,0.000672628511617641,0.00217301598527699,5.62466830660787
5.24700000000009,0.000679218893500622,0.00222024241267771,5.39400494534368
5.25000000000009,0.000685947967965499,0.00226547077180845,5.15848734366561
5.25300000000009,0.000692809679299573,0.00230866036019841,4.91832745151871
5.25600000000009,0.000699797852425909,0.00234977231013285,4.67374139659607
5.25900000000009,0.000706906198460499,0.00238876962363141,4.42494928983853
5.26200000000009,0.000714128320371824,0.00242561720574378,4.1721750273497
5.26500000000009,0.000721457718737756,0.00246028189613282,3.91564608890451
5.26800000000009,0.000728887797594597,0.00249273249891658,3.65559333323286
5.27100000000009,0.000736411870373003,0.00252293981074252,3.39225079026227
5.27400000000009,0.000744023165915442,0.00255087664706857,3.12585545050677
5.27700000000009,0.000751714834569782,0.00257651786662732,2.85664705179144
5.28000000000009,0.000759479954353514,0.00259984039405155,2.58486786350456
5.28300000000009,0.000767311537183069,0.00262082324064043,2.31076246857148
5.28600000000009,0.000775202535162622,0.00263944752324797,2.0345775433465
5.28900000000009,0.000783145846926722,0.00265569648127655,1.75656163562083
5.29200000000009,0.000791134324031042,0.00266955549176038,1.47696494094635
5.29500000000009,0.000799160777385496,0.00268101208252513,1.19603907747647
5.29800000000009,0.000807217983723937,0.00269005594341205,0.914036859526808
5.30100000000009,0.000815298692104604,0.00269667893555644,0.631212070059344
5.30400000000009,0.000823395630435485,0.00270087509871208,0.347819232294909
5.30700000000009,0.000831501512018708,0.00270264065661503,0.0641133806594523
5.31000000000009,0.000839609042108077,0.00270197402038199,-0.219650168729725
5.31300000000009,0.000847710924473847,0.00269887578994027,-0.50321604783124
5.31600000000009,0.000855799867968846,0.0026933487534878,-0.786329066493637
5.31900000000009,0.00086386859309001,0.00268539788498402,-1.06873444210928
5.32200000000009,0.000871909838529446,0.00267503033967357,-1.35017802890154
5.32500000000009,0.000879916367709118,0.00266225544764715,-1.63040654663877
5.32800000000009,0.00088788097529328,0.00264708470544497,-1.90916780856951
5.33100000000009,0.000895796493672793,0.00262953176571072,-2.18621094837346
5.33400000000009,0.000903655799415484,0.00260961242490507,-2.46128664592429
5.33700000000009,0.000911451819676761,0.00258734460908992,-2.73414735166088
5.34000000000009,0.000919177538564694,0.00256274835779617,-3.00454750936525
5.34300000000009,0.000926826003453839,0.00253584580598948,-3.27224377714659
5.34600000000009,0.000934390331242137,0.00250666116415034,-3.53699524643249
